-15, 15.41, 61.137
-15.617, 15.08, 60.809
-16.215, 14.716, 60.308
-16.791, 14.319, 60.029
-17.343, 13.889, 59.978
-17.868, 13.425, 60.037
-18.364, 12.932, 60.313
-18.831, 12.411, 60.777
-19.268, 11.864, 61.397
-19.673, 11.293, 62.136
-20.048, 10.702, 62.54
-20.39, 10.091, 63.392
-20.702, 9.465, 64.278
-20.985, 8.825, 65.17
-21.239, 8.172, 66.048
-21.465, 7.51, 66.894
-21.664, 6.839, 67.301
-21.837, 6.161, 68.08
-21.986, 5.477, 68.805
-22.113, 4.788, 69.474
-22.216, 4.096, 69.786
-22.298, 3.401, 70.37
-22.361, 2.704, 70.897
-22.404, 2.005, 71.14
-22.428, 1.306, 71.586
-22.435, 0.606, 71.982
-22.425, -0.094, 72.162
-22.398, -0.794, 72.486
-22.357, -1.492, 72.766
-22.299, -2.19, 72.89
-22.227, -2.886, 73.105
-22.141, -3.581, 73.281
-22.04, -4.274, 73.353
-21.925, -4.964, 73.469
-21.798, -5.653, 73.512
-21.657, -6.338, 73.569
-21.503, -7.021, 73.585
-21.337, -7.701, 73.577
-21.157, -8.377, 73.529
-20.964, -9.05, 72.17
-20.759, -9.72, 70.394
-20.54, -10.384, 68.573
-20.307, -11.045, 66.702
-20.062, -11.7, 64.776
-19.802, -12.35, 62.792
-19.528, -12.994, 60.743
-19.239, -13.632, 58.623
-18.933, -14.262, 56.423
-18.611, -14.883, 54.133
-18.272, -15.495, 51.743
-17.912, -16.096, 49.236
-17.532, -16.683, 46.595
-17.127, -17.255, 43.795
-16.697, -17.807, 40.803
-16.237, -18.334, 37.574
-15.743, -18.83, 34.041
-15.208, -19.281, 30.096
-14.628, -19.672, 25.55
-13.997, -19.972, 20
-13.319, -20.119, 69.044
-12.62, -20.085, 68.142
-11.92, -20.074, 67.193
-11.22, -20.09, 66.203
-10.521, -20.133, 65.182
-9.825, -20.206, 64.139
-9.133, -20.311, 63.091
-8.447, -20.45, 62.054
-7.77, -20.625, 60.562
-7.103, -20.839, 59.172
-6.451, -21.092, 56.994
-5.815, -21.385, 54.729
-5.201, -21.72, 52.365
-4.611, -22.096, 49.891
-4.047, -22.512, 47.287
-3.514, -22.965, 44.53
-3.014, -23.455, 41.592
-2.549, -23.978, 38.429
-2.119, -24.53, 34.982
-1.724, -25.108, 34.982
-1.366, -25.709, 34.982
-1.042, -26.329, 34.982
-0.752, -26.966, 34.982
-0.494, -27.617, 34.982
-0.268, -28.28, 34.982
-0.072, -28.952, 34.982
0.096, -29.631, 34.982
0.236, -30.317, 34.982
0.352, -31.007, 34.982
0.443, -31.701, 34.982
0.511, -32.398, 34.982
0.557, -33.096, 34.982
0.581, -33.796, 34.982
0.585, -34.496, 34.982
0.57, -35.195, 34.982
0.534, -35.895, 34.982
0.48, -36.592, 34.982
0.407, -37.289, 34.982
0.315, -37.982, 34.049
0.204, -38.674, 30.103
0.073, -39.361, 25.556
-0.077, -40.045, 20
-0.118, -40.213, 0
-0.118, -40.213, 0
-4.774, -59.663, 0
endData
180.8
80
200
-15, 15.41, -28.923, 8.477, -20.269, -18.942, -13.437, -20.127
-13.437, -20.127, 0.773, -19.125, 1.734, -32.654, -0.118, -40.213
#PATH.JERRYIO-DATA {"appVersion":"0.10.0","format":"LemLib v0.5","gc":{"robotWidth":15,"robotHeight":15,"robotIsHolonomic":false,"showRobot":true,"uol":2.54,"pointDensity":0.7,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"VURC 2026 - Push Back","signature":"VURC-PushBack-H2H-TopDownHighlighted-TileColor66_71","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"bExQplEQlM","x":-15,"y":15.41,"lock":false,"visible":true,"heading":142,"__type":"end-point"},{"uid":"sgbHhu7nEl","x":-28.923356911091723,"y":8.47671273902328,"lock":false,"visible":true,"__type":"control"},{"uid":"DzuUdkrZU2","x":-20.269493666570657,"y":-18.942369751511897,"lock":false,"visible":true,"__type":"control"},{"uid":"ZQSJkmQNAA","x":-13.437496368264547,"y":-20.126582616551634,"lock":false,"visible":true,"heading":90,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"9fpKkWEf5m"},{"controls":[{"uid":"ZQSJkmQNAA","x":-13.437496368264547,"y":-20.126582616551634,"lock":false,"visible":true,"heading":90,"__type":"end-point"},{"uid":"63oqahXeWh","x":0.7730580122121573,"y":-19.124556346133396,"lock":false,"visible":true,"__type":"control"},{"uid":"gdzyJqkGsx","x":1.7336928236701121,"y":-32.65362520123313,"lock":false,"visible":true,"__type":"control"},{"uid":"NaKv3kBxiB","x":-0.11751476279025085,"y":-40.21272284594627,"lock":false,"visible":true,"heading":180,"__type":"end-point"}],"speedProfiles":[{"uid":"jvmxvN20eG","xPos":0.21428571428571427,"yPos":1,"followBentRate":true},{"uid":"nkP9df7uQx","xPos":0.40476190476190477,"yPos":0.24970072769909069,"followBentRate":true}],"lookaheadKeyframes":[],"uid":"hasVnSkXb4"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":80},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":180.8},"name":"Path","uid":"u34iOHY1sP","lock":false,"visible":true}]}
