20, 0, 96.276
20.474, -1.943, 96.276
20.947, -3.886, 96.276
21.353, -5.844, 95.216
21.723, -7.809, 95.216
22.029, -9.785, 93.799
22.278, -11.769, 93.799
22.44, -13.762, 91.914
22.546, -15.759, 91.914
22.503, -17.758, 89.212
22.377, -19.751, 86.321
22.117, -21.734, 84.786
21.648, -23.678, 81.736
20.994, -25.564, 78.574
20.118, -27.356, 75.281
18.994, -29.001, 73.274
17.617, -30.443, 73.27
16.016, -31.63, 75.15
14.241, -32.54, 78.207
12.351, -33.179, 81.625
10.394, -33.571, 84.837
8.405, -33.753, 87.581
6.407, -33.759, 89.804
4.412, -33.618, 91.555
2.431, -33.342, 91.555
0.471, -32.947, 92.915
-1.47, -32.467, 93.965
-3.392, -31.916, 94.773
-5.292, -31.293, 94.773
-7.164, -30.59, 95.393
-9.018, -29.841, 95.865
-10.855, -29.051, 96.219
-12.661, -28.191, 96.219
-14.45, -27.297, 96.476
-16.223, -26.371, 96.652
-17.964, -25.387, 96.652
-19.688, -24.375, 95.053
-21.397, -23.335, 92.342
-23.072, -22.242, 89.55
-24.731, -21.126, 86.667
-26.371, -19.981, 83.685
-27.977, -18.789, 80.593
-29.564, -17.573, 77.377
-31.128, -16.326, 74.022
-32.653, -15.032, 70.507
-34.154, -13.711, 66.808
-35.628, -12.359, 62.892
-37.051, -10.954, 58.714
-38.436, -9.512, 54.217
-39.779, -8.029, 49.311
-41.07, -6.502, 43.859
-42.285, -4.914, 37.625
-43.417, -3.266, 30.129
-44.447, -1.552, 20
-45.108, -0.319, 0
-45.108, -0.319, 0
-54.56, 17.307, 0
endData
127
100
200
20, 0, 36.762, -62.343, -33.803, -23.77, -45.108, -0.319
#PATH.JERRYIO-DATA {"appVersion":"0.10.0","format":"LemLib v0.5","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":true,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2026 - Push Back","signature":"V5RC-PushBack-H2H-TopDownHighlighted-TileColor66_71","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"g0ni8axALf","x":20,"y":0,"lock":false,"visible":true,"heading":313.99999999999994,"__type":"end-point"},{"uid":"l46yr6VK4q","x":36.761974657554234,"y":-62.342612585272995,"lock":false,"visible":true,"__type":"control"},{"uid":"D0s7ItDi1F","x":-33.80287530574752,"y":-23.77018656031707,"lock":false,"visible":true,"__type":"control"},{"uid":"E8dk3yiJGu","x":-45.1082779664555,"y":-0.3191375512439294,"lock":false,"visible":true,"heading":90,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"lOdtLPvJvO"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"EwC7aeGMp2","lock":false,"visible":true}]}
